Product,Region,Year,Sales
Breville Coffee Maker,Latin America - Central,2019,903.09
Adidas Ultraboost,Europe - Eastern,2023,115.54
Instant Pot Pro,Europe - Southern,2019,655.09
Nespresso Vertuo,Africa - Western,2019,280.89
Adidas Ultraboost,Latin America - Central,2019,437.43
Dyson V11 Vacuum,North America - Central,2023,1332.51
KitchenAid Mixer,Africa - Southern,2021,1428.89
Roomba i7+,Europe - Southern,2019,3471.45
Microsoft Surface Pro,Asia - Southeastern,2019,2694.74
Dell XPS 13,Asia - Southeastern,2023,1066.94
MacBook Air M2,North America - Central,2021,2993.98
Samsung QLED TV,Latin America - Central,2020,1748.75
AirPods Pro,Middle East - Levant,2024,2187.63
IKEA Billy Bookcase,Africa - Eastern,2022,280.27
Microsoft Surface Pro,Middle East - Gulf,2024,13702.98
West Elm Sofa,Africa - Southern,2022,3722.56
Roomba i7+,Middle East - Levant,2023,2605.68
Microsoft Surface Pro,Latin America - Central,2021,3618.64
Breville Coffee Maker,Latin America - Northern,2019,651.4
Instant Pot Pro,Latin America - Southern,2022,238.83
MacBook Air M2,Middle East - Levant,2022,8881.41
Apple Watch Series 8,Asia - Southeastern,2023,1045.68
Breville Coffee Maker,Middle East - Gulf,2021,227.35
KitchenAid Mixer,Europe - Northern,2021,1159.23
Apple Watch Series 8,Oceania - New Zealand,2023,1354.29
Rolex Submariner,Latin America - Central,2022,6434.08
Dyson V11 Vacuum,Latin America - Southern,2021,1072.15
Nike Air Force 1,Oceania - New Zealand,2024,230.68
iPhone 14 Pro,Oceania - Australia,2023,1230.61
Dell XPS 13,Oceania - New Zealand,2023,14337.75
Lululemon Align Leggings,Africa - Southern,2021,158.88
Google Pixel 7,Europe - Northern,2019,636.87
Xbox Series X,Middle East - Levant,2022,2255.12
Herman Miller Chair,North America - West,2022,1422.21
West Elm Sofa,Latin America - Southern,2021,4544.93
Instant Pot Pro,Oceania - Australia,2019,420.64
Tempur-Pedic Mattress,Asia - Southern,2021,1590.1
LG OLED TV,North America - Central,2023,14002.32
Ninja Air Fryer,Latin America - Northern,2023,120.24
Roomba i7+,North America - East,2022,2968.04
Tempur-Pedic Mattress,Europe - Western,2023,4173.27
PlayStation 5,Europe - Western,2019,2892.89
Apple Watch Series 8,Latin America - Southern,2024,2131.23
West Elm Sofa,Oceania - New Zealand,2022,8099.89
IKEA Billy Bookcase,Latin America - Central,2023,411.59
AirPods Pro,Middle East - Levant,2020,1116.56
Herman Miller Chair,Africa - Southern,2019,2493.96
Breville Coffee Maker,Oceania - Australia,2022,2417.72
West Elm Sofa,Asia - Southern,2020,9211.15
Microsoft Surface Pro,Asia - Southern,2023,1353.53
Herman Miller Chair,Oceania - New Zealand,2021,993.91
Nespresso Vertuo,Africa - Eastern,2020,152.4
MacBook Air M2,Latin America - Southern,2019,2503.97
PlayStation 5,Europe - Northern,2022,602.6
Dell XPS 13,Africa - Southern,2020,1337.83
Ray-Ban Aviators,Europe - Southern,2019,484.6
Nespresso Vertuo,Latin America - Southern,2021,644.04
Apple Watch Series 8,Africa - Eastern,2021,471.12
Samsung Galaxy S23,Europe - Western,2023,3806.64
Breville Coffee Maker,Oceania - Australia,2020,1842.8
IKEA Billy Bookcase,Latin America - Southern,2021,309.31
Samsung QLED TV,North America - West,2024,2056.76
Vitamix Blender,Asia - Eastern,2019,1831.53
Nintendo Switch OLED,Latin America - Southern,2021,618.21
iPad Pro,Oceania - New Zealand,2019,6333.3
Dell XPS 13,Africa - Western,2021,6109.95
Rolex Submariner,Latin America - Southern,2022,40602.05
Breville Coffee Maker,Asia - Southeastern,2024,587.19
MacBook Air M2,Middle East - Gulf,2023,6763.08
Dell XPS 13,Asia - Eastern,2021,2602.45
PlayStation 5,Latin America - Northern,2020,767.46
Tempur-Pedic Mattress,Middle East - Levant,2020,6838.38
Apple Watch Series 8,Asia - Eastern,2021,896.48
Google Pixel 7,North America - Central,2021,1566.03
Rolex Submariner,Africa - Eastern,2023,6059.89
Pottery Barn Dining Table,Africa - Eastern,2023,4986.28
Adidas Ultraboost,Oceania - Australia,2019,194.1
IKEA Billy Bookcase,Africa - Southern,2023,186.6
GoPro Hero 11,North America - Central,2024,3649.14
LG OLED TV,Europe - Southern,2020,7482.81
Samsung QLED TV,North America - Central,2021,7591.64
Dyson V11 Vacuum,Europe - Northern,2022,3221.51
Xbox Series X,North America - West,2020,3731.26
Nike Air Force 1,Latin America - Southern,2023,56.37
Roomba i7+,North America - West,2023,2822.31
Dyson V11 Vacuum,Asia - Eastern,2022,500.23
Microsoft Surface Pro,Africa - Southern,2021,5489.23
Dyson V11 Vacuum,Africa - Western,2023,1164.28
Dyson V11 Vacuum,North America - West,2023,6258.0
Samsung Galaxy S23,Middle East - Gulf,2023,3466.08
LG OLED TV,Europe - Eastern,2024,8008.21
Ray-Ban Aviators,North America - Central,2019,265.17
Dyson V11 Vacuum,Latin America - Southern,2023,4129.45
KitchenAid Mixer,Oceania - Australia,2022,1814.04
Vitamix Blender,Oceania - Australia,2022,1789.5
Google Pixel 7,North America - West,2021,3543.08
Sony WH-1000XM5,Latin America - Northern,2021,1503.33
Microsoft Surface Pro,Asia - Eastern,2020,8260.46
Xbox Series X,Latin America - Southern,2023,3075.97
LG OLED TV,Latin America - Southern,2021,3090.79
Lululemon Align Leggings,Oceania - New Zealand,2020,286.63
Dell XPS 13,Asia - Eastern,2022,4779.7
Instant Pot Pro,Middle East - Levant,2024,193.08
Levi's 501 Jeans,Middle East - Gulf,2024,324.24
Ray-Ban Aviators,Europe - Eastern,2019,310.7
Adidas Ultraboost,Africa - Western,2019,62.92
Xbox Series X,North America - East,2023,5870.9
Nike Air Force 1,Africa - Western,2023,133.71
Dyson V11 Vacuum,Latin America - Central,2024,1184.87
Apple Watch Series 8,Latin America - Northern,2024,1403.36
iPhone 14 Pro,Europe - Western,2024,9070.75
Samsung Galaxy S23,Middle East - Levant,2019,3402.95
iPhone 14 Pro,Europe - Southern,2021,5810.46
Ray-Ban Aviators,North America - West,2023,723.9
Canon EOS R6,Middle East - Levant,2023,9191.58
Pottery Barn Dining Table,Africa - Eastern,2024,2397.72
Lululemon Align Leggings,Africa - Eastern,2020,158.63
Vitamix Blender,Africa - Eastern,2024,1329.84
AirPods Pro,Africa - Eastern,2024,361.59
Levi's 501 Jeans,North America - East,2019,267.98
PlayStation 5,North America - East,2021,6148.63
Samsung QLED TV,Middle East - Gulf,2023,12425.45
Vitamix Blender,Europe - Eastern,2020,1282.93
Vitamix Blender,Asia - Southern,2024,3069.6
LG OLED TV,Europe - Eastern,2024,8008.21
Nike Air Force 1,Asia - Southern,2024,349.95
AirPods Pro,Europe - Western,2022,2677.65
Adidas Ultraboost,Africa - Western,2021,111.06
GoPro Hero 11,Latin America - Northern,2023,1622.3
MacBook Air M2,North America - West,2024,4585.48
Instant Pot Pro,North America - Central,2019,788.95
Sony WH-1000XM5,Europe - Eastern,2019,2036.12
Instant Pot Pro,North America - Central,2021,504.59
Nintendo Switch OLED,Asia - Eastern,2024,3851.48
Canon EOS R6,Europe - Eastern,2019,4438.73
Roomba i7+,Europe - Southern,2022,1467.56
West Elm Sofa,North America - East,2020,12791.28
Tempur-Pedic Mattress,Asia - Southeastern,2020,4118.67
Herman Miller Chair,Africa - Western,2022,2487.99
Nike Air Force 1,Europe - Southern,2022,202.01
Microsoft Surface Pro,Europe - Eastern,2022,9806.56
Lululemon Align Leggings,Africa - Eastern,2023,300.02
Ninja Air Fryer,North America - East,2020,615.0
iPhone 14 Pro,North America - Central,2024,7016.98
Dell XPS 13,Europe - Western,2021,1142.13
Levi's 501 Jeans,Latin America - Central,2020,138.65
iPad Pro,Asia - Eastern,2019,1816.23
Samsung QLED TV,Latin America - Central,2020,1748.75
Roomba i7+,Europe - Northern,2021,3568.25
Sony WH-1000XM5,Africa - Southern,2022,1208.66
Dell XPS 13,Asia - Southeastern,2021,3113.11
LG OLED TV,Oceania - Australia,2024,11793.4
Rolex Submariner,Africa - Western,2019,18113.47
Dyson V11 Vacuum,Asia - Eastern,2020,936.59
Microsoft Surface Pro,North America - East,2021,1578.9
Nespresso Vertuo,North America - Central,2021,305.58
Pottery Barn Dining Table,Africa - Eastern,2021,2506.85
Nike Air Force 1,Asia - Southeastern,2019,143.08
Sony WH-1000XM5,Oceania - New Zealand,2022,543.92
Vitamix Blender,North America - East,2023,2242.32
Lululemon Align Leggings,Middle East - Levant,2024,62.03
Samsung QLED TV,North America - East,2024,2285.95
Samsung Galaxy S23,Latin America - Southern,2019,1004.62
Dyson V11 Vacuum,Asia - Southeastern,2024,2358.8
Breville Coffee Maker,Latin America - Central,2022,1338.97
Xbox Series X,Europe - Southern,2023,3751.83
PlayStation 5,Oceania - Australia,2020,4177.44
IKEA Billy Bookcase,North America - Central,2024,435.89
Nespresso Vertuo,Oceania - Australia,2021,1422.4
Adidas Ultraboost,Latin America - Southern,2024,781.53
Canon EOS R6,Europe - Southern,2019,12435.51
Dyson V11 Vacuum,Africa - Western,2019,1131.66
West Elm Sofa,Middle East - Gulf,2020,8444.18
Herman Miller Chair,North America - East,2022,11617.62
Vitamix Blender,Europe - Eastern,2024,2554.15
Nintendo Switch OLED,Latin America - Northern,2021,2143.25
Instant Pot Pro,Asia - Eastern,2021,83.35
Levi's 501 Jeans,North America - Central,2024,660.0
Samsung Galaxy S23,North America - West,2022,1046.66
Nespresso Vertuo,Oceania - New Zealand,2022,713.67
Samsung QLED TV,Asia - Eastern,2022,9654.09
Breville Coffee Maker,Europe - Southern,2024,1741.62
Nike Air Force 1,Latin America - Northern,2020,176.06
Rolex Submariner,Europe - Northern,2024,60596.76
Vitamix Blender,Africa - Eastern,2024,1329.84
West Elm Sofa,Latin America - Central,2023,4120.96
Xbox Series X,North America - East,2022,4311.33
Apple Watch Series 8,Middle East - Gulf,2019,1696.25
KitchenAid Mixer,Latin America - Southern,2021,1063.98
MacBook Air M2,Asia - Eastern,2024,6746.5
Breville Coffee Maker,Europe - Southern,2019,838.93
Ray-Ban Aviators,Asia - Southeastern,2024,908.51
iPad Pro,North America - East,2024,8971.53
Dyson V11 Vacuum,Asia - Southern,2024,2142.28
Canon EOS R6,Oceania - Australia,2020,11283.78
iPhone 14 Pro,Europe - Eastern,2021,4530.43
Tempur-Pedic Mattress,Asia - Southern,2021,1590.1
MacBook Air M2,Middle East - Gulf,2021,10440.81
Apple Watch Series 8,Latin America - Southern,2023,1368.81
Dell XPS 13,Middle East - Gulf,2019,7286.43
KitchenAid Mixer,Africa - Southern,2021,1428.89
Tempur-Pedic Mattress,Asia - Southeastern,2024,4456.29
Rolex Submariner,Europe - Eastern,2022,19279.01
Dyson V11 Vacuum,Oceania - Australia,2022,3001.55
Xbox Series X,Asia - Southeastern,2023,1367.3
PlayStation 5,Europe - Northern,2022,602.6
Apple Watch Series 8,Latin America - Southern,2019,269.54
Herman Miller Chair,Africa - Southern,2020,1874.53
Adidas Ultraboost,North America - East,2019,747.43
Ninja Air Fryer,Latin America - Southern,2020,274.76
Samsung QLED TV,Europe - Western,2023,16922.05
Ninja Air Fryer,Middle East - Gulf,2023,1311.5
Microsoft Surface Pro,Africa - Eastern,2019,4673.14
Samsung QLED TV,Europe - Eastern,2024,6769.77
iPhone 14 Pro,Africa - Western,2024,1971.25
Sony WH-1000XM5,Europe - Northern,2022,2761.08
LG OLED TV,Oceania - New Zealand,2020,8514.16
Breville Coffee Maker,Oceania - New Zealand,2023,1317.02
Dell XPS 13,Oceania - New Zealand,2022,10557.36
Nespresso Vertuo,North America - West,2019,592.27
Nespresso Vertuo,Africa - Southern,2019,540.0
KitchenAid Mixer,Latin America - Northern,2022,772.9
Xbox Series X,Europe - Western,2020,936.42
IKEA Billy Bookcase,Africa - Eastern,2024,380.28
Dell XPS 13,Middle East - Levant,2019,5710.14
Instant Pot Pro,Africa - Southern,2020,427.19
Nike Air Force 1,Latin America - Southern,2021,45.53
PlayStation 5,North America - East,2023,1498.98
Google Pixel 7,Middle East - Levant,2020,2393.74
AirPods Pro,Oceania - New Zealand,2024,2026.21
Google Pixel 7,Oceania - Australia,2024,3038.85
LG OLED TV,Europe - Western,2023,5879.85
iPhone 14 Pro,Latin America - Southern,2022,3811.95
Samsung QLED TV,North America - East,2024,2285.95
Lululemon Align Leggings,North America - Central,2019,493.66
GoPro Hero 11,Middle East - Levant,2021,238.53
Ninja Air Fryer,Africa - Western,2021,56.96
AirPods Pro,Europe - Northern,2023,354.32
KitchenAid Mixer,Middle East - Gulf,2023,1863.03
Nespresso Vertuo,Europe - Eastern,2023,498.9
Ray-Ban Aviators,Africa - Southern,2022,374.95
Pottery Barn Dining Table,Middle East - Levant,2020,5643.18
Nespresso Vertuo,Europe - Eastern,2022,279.42
Microsoft Surface Pro,Europe - Eastern,2024,13590.88
Samsung Galaxy S23,Middle East - Gulf,2023,3466.08
AirPods Pro,Oceania - New Zealand,2019,1925.26
Rolex Submariner,North America - East,2020,6533.53
Samsung QLED TV,Latin America - Southern,2023,6533.47
Lululemon Align Leggings,Asia - Southern,2023,298.72
Dyson V11 Vacuum,Africa - Eastern,2023,2762.32
iPhone 14 Pro,Middle East - Levant,2022,4779.13
West Elm Sofa,Latin America - Southern,2021,4544.93
Samsung Galaxy S23,Middle East - Levant,2023,5269.21
AirPods Pro,Asia - Southeastern,2021,749.38
Ray-Ban Aviators,Oceania - Australia,2023,295.59
Adidas Ultraboost,Europe - Western,2020,618.81
Microsoft Surface Pro,Oceania - New Zealand,2024,11740.51
Levi's 501 Jeans,Africa - Southern,2024,298.52
Nespresso Vertuo,North America - East,2020,559.34
Pottery Barn Dining Table,Africa - Eastern,2021,2506.85
Google Pixel 7,North America - East,2021,6432.24
Lululemon Align Leggings,Africa - Southern,2023,91.68
KitchenAid Mixer,Europe - Western,2024,3118.65
GoPro Hero 11,Asia - Southeastern,2022,2651.67
Pottery Barn Dining Table,Africa - Southern,2023,6608.52
Levi's 501 Jeans,Latin America - Central,2024,316.04
Roomba i7+,Europe - Southern,2023,3385.36
Xbox Series X,Asia - Southeastern,2021,2529.11
Canon EOS R6,Middle East - Levant,2021,12078.36
Microsoft Surface Pro,Europe - Northern,2022,9710.75
Ray-Ban Aviators,Europe - Eastern,2024,555.52
Instant Pot Pro,Latin America - Northern,2022,82.16
Sony WH-1000XM5,North America - East,2021,3301.01
Google Pixel 7,Latin America - Northern,2024,3878.94
Adidas Ultraboost,Oceania - New Zealand,2022,1212.82
Pottery Barn Dining Table,North America - West,2024,8718.08
LG OLED TV,Europe - Eastern,2021,5432.37
Nike Air Force 1,Latin America - Southern,2021,45.53
MacBook Air M2,Oceania - Australia,2021,9824.88
GoPro Hero 11,Latin America - Northern,2019,1303.73
Adidas Ultraboost,Asia - Eastern,2021,727.75
Dell XPS 13,Oceania - Australia,2024,9362.35
Dyson V11 Vacuum,Oceania - New Zealand,2021,4677.06
Apple Watch Series 8,North America - West,2023,2681.82
iPad Pro,Latin America - Central,2022,3480.04
IKEA Billy Bookcase,Middle East - Levant,2022,172.26
Samsung QLED TV,Europe - Western,2022,11137.76
iPad Pro,Europe - Eastern,2022,2193.87
Tempur-Pedic Mattress,Asia - Eastern,2024,10444.14
Canon EOS R6,Europe - Northern,2023,3662.18
iPad Pro,Latin America - Southern,2022,5387.56
Ninja Air Fryer,Europe - Southern,2019,817.82
Nike Air Force 1,Africa - Southern,2024,43.83
GoPro Hero 11,Latin America - Central,2023,1935.2
PlayStation 5,North America - Central,2023,4883.48
iPad Pro,Latin America - Southern,2019,3176.42
Lululemon Align Leggings,Middle East - Gulf,2020,45.87
GoPro Hero 11,Latin America - Central,2024,1127.75
Lululemon Align Leggings,Africa - Southern,2023,91.68
Apple Watch Series 8,Middle East - Gulf,2021,1041.07
Lululemon Align Leggings,Europe - Western,2024,434.32
Samsung Galaxy S23,Europe - Northern,2024,3753.27
Rolex Submariner,Europe - Western,2023,19124.18
IKEA Billy Bookcase,North America - East,2019,411.14
Ray-Ban Aviators,Asia - Southeastern,2024,908.51
Dyson V11 Vacuum,Africa - Western,2021,981.88
Samsung QLED TV,Europe - Eastern,2024,6769.77
Nike Air Force 1,Asia - Southeastern,2021,414.46
Dyson V11 Vacuum,Oceania - Australia,2021,2924.81
Levi's 501 Jeans,North America - East,2024,545.36
iPad Pro,Oceania - New Zealand,2023,1577.76
AirPods Pro,Europe - Northern,2020,485.57
Tempur-Pedic Mattress,Middle East - Levant,2024,3112.3
Sony WH-1000XM5,Africa - Western,2020,1665.13
Breville Coffee Maker,Europe - Eastern,2024,2364.31
PlayStation 5,Asia - Southern,2023,4120.0
Sony WH-1000XM5,Latin America - Central,2019,918.16
GoPro Hero 11,Oceania - Australia,2021,3511.82
Sony WH-1000XM5,Europe - Southern,2024,2255.12
IKEA Billy Bookcase,Middle East - Gulf,2023,151.93
iPad Pro,Middle East - Gulf,2021,7506.5
KitchenAid Mixer,Middle East - Levant,2024,2779.53
Nintendo Switch OLED,Asia - Eastern,2021,2304.42
Pottery Barn Dining Table,Middle East - Levant,2024,6095.54
GoPro Hero 11,Africa - Western,2022,727.56
Roomba i7+,Europe - Southern,2019,3471.45
Nike Air Force 1,Middle East - Levant,2022,98.38
Adidas Ultraboost,Africa - Eastern,2019,157.68
Vitamix Blender,Middle East - Levant,2020,1041.11
Levi's 501 Jeans,Africa - Eastern,2020,113.11
West Elm Sofa,North America - East,2019,1437.06
Tempur-Pedic Mattress,Europe - Eastern,2024,11603.56
AirPods Pro,Europe - Eastern,2024,1423.46
Dyson V11 Vacuum,North America - Central,2019,2721.45
Roomba i7+,Middle East - Gulf,2021,604.86
Samsung Galaxy S23,Oceania - Australia,2021,2814.91
iPhone 14 Pro,Latin America - Central,2021,1077.53
Nike Air Force 1,Latin America - Central,2019,191.95
Tempur-Pedic Mattress,Europe - Northern,2022,17560.32
Tempur-Pedic Mattress,Latin America - Northern,2024,8974.62
Tempur-Pedic Mattress,Europe - Northern,2024,13792.71
iPhone 14 Pro,Middle East - Gulf,2020,6296.06
Tempur-Pedic Mattress,Africa - Western,2023,1389.55
Ray-Ban Aviators,Oceania - Australia,2020,386.49
Instant Pot Pro,Europe - Northern,2021,782.34
Ninja Air Fryer,Middle East - Gulf,2020,725.33
Samsung QLED TV,North America - Central,2024,9348.05
Apple Watch Series 8,Middle East - Gulf,2022,1151.83
Ray-Ban Aviators,Asia - Eastern,2024,828.12
iPhone 14 Pro,Africa - Western,2021,4915.46
Ninja Air Fryer,Europe - Southern,2019,817.82
Ninja Air Fryer,Asia - Southeastern,2023,1047.85
Samsung QLED TV,Asia - Southeastern,2024,12635.34
KitchenAid Mixer,Oceania - New Zealand,2019,722.18
MacBook Air M2,Middle East - Levant,2023,8928.69
IKEA Billy Bookcase,Latin America - Southern,2022,482.06
Microsoft Surface Pro,Oceania - New Zealand,2021,3600.15
Rolex Submariner,Europe - Western,2023,19124.18
Instant Pot Pro,Europe - Northern,2021,782.34
Samsung QLED TV,Europe - Southern,2023,6522.86
Samsung Galaxy S23,Africa - Eastern,2024,4554.6
Nike Air Force 1,Latin America - Southern,2019,100.47
KitchenAid Mixer,Europe - Western,2021,2547.17
Xbox Series X,Oceania - Australia,2024,1535.89
Nespresso Vertuo,Asia - Eastern,2023,708.6
Tempur-Pedic Mattress,Oceania - New Zealand,2024,22837.23
Vitamix Blender,Europe - Western,2023,1458.04
Vitamix Blender,North America - West,2022,884.21
Sony WH-1000XM5,Oceania - Australia,2021,2329.24
Nintendo Switch OLED,Europe - Southern,2024,447.54
Dell XPS 13,Africa - Southern,2021,3838.46
Apple Watch Series 8,Europe - Southern,2020,1837.49
Pottery Barn Dining Table,Europe - Eastern,2024,2497.45
Adidas Ultraboost,Asia - Southeastern,2019,690.35
Sony WH-1000XM5,Africa - Western,2022,1631.41
Samsung QLED TV,Africa - Western,2020,2582.31
Herman Miller Chair,North America - East,2019,5090.42
Roomba i7+,North America - West,2019,2069.49
Canon EOS R6,Africa - Southern,2024,2062.15
Samsung Galaxy S23,Africa - Western,2022,596.83
Nike Air Force 1,Europe - Eastern,2022,44.66
LG OLED TV,Africa - Southern,2023,9670.18
Levi's 501 Jeans,Oceania - New Zealand,2024,546.4
iPad Pro,Europe - Eastern,2020,4680.08
